بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم
دونه فكيدوني جميعا تنظرون,من دونه فكيدوني جميعا ثم لا تنظرون
إني توكلت الله ربي وربكم دابة إلا آخذ بناصيتها ربي صراط مستقيم,إني توكلت على الله ربي وربكم ما من دابة إلا هو آخذ بناصيتها إن ربي على صراط مستقيم
تولوا أبلغتكم أرسلت ويستخلف ربي قوما غيركم تضرونه شيئا ربي شيء حفيظ,فإن تولوا فقد أبلغتكم ما أرسلت به إليكم ويستخلف ربي قوما غيركم ولا تضرونه شيئا إن ربي على كل شيء حفيظ
ولما جاء أمرنا نجينا هودا والذين آمنوا برحمة منا ونجيناهم عذاب غليظ,ولما جاء أمرنا نجينا هودا والذين آمنوا معه برحمة منا ونجيناهم من عذاب غليظ
وتلك جحدوا بآيات ربهم وعصوا رسله واتبعوا أمر جبار عنيد,وتلك عاد جحدوا بآيات ربهم وعصوا رسله واتبعوا أمر كل جبار عنيد
وأتبعوا الدنيا لعنة ويوم القيامة عادا كفروا ربهم لعاد قوم هود,وأتبعوا في هذه الدنيا لعنة ويوم القيامة ألا إن عادا كفروا ربهم ألا بعدا لعاد قوم هود
وإلى ثمود أخاهم صالحا يا قوم اعبدوا الله لكم إله غيره أنشأكم الأرض واستعمركم فاستغفروه توبوا إليه ربي قريب مجيب,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره هو أنشأكم من الأرض واستعمركم فيها فاستغفروه ثم توبوا إليه إن ربي قريب مجيب
قالوا يا صالح كنت فينا مرجوا أتنهانا نعبد يعبد آباؤنا وإننا لفي شك تدعونا إليه مريب,قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب
يا قوم أرأيتم كنت بينة ربي وآتاني رحمة فمن ينصرني الله عصيته فما تزيدونني تخسير,قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته فما تزيدونني غير تخسير
ويا قوم ناقة الله لكم آية فذروها تأكل أرض الله تمسوها بسوء فيأخذكم عذاب قريب,ويا قوم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب قريب
فعقروها فقال تمتعوا داركم أيام وعد مكذوب,فعقروها فقال تمتعوا في داركم ثلاثة أيام ذلك وعد غير مكذوب
فلما جاء أمرنا نجينا صالحا والذين آمنوا برحمة منا خزي يومئذ ربك القوي العزيز,فلما جاء أمرنا نجينا صالحا والذين آمنوا معه برحمة منا ومن خزي يومئذ إن ربك هو القوي العزيز
وأخذ ظلموا الصيحة فأصبحوا ديارهم جاثمين,وأخذ الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين
يغنوا ثمود كفروا ربهم لثمود,كأن لم يغنوا فيها ألا إن ثمود كفروا ربهم ألا بعدا لثمود
ولقد جاءت رسلنا إبراهيم بالبشرى قالوا سلاما سلام فما لبث جاء بعجل حنيذ,ولقد جاءت رسلنا إبراهيم بالبشرى قالوا سلاما قال سلام فما لبث أن جاء بعجل حنيذ
فلما أيديهم تصل إليه نكرهم وأوجس منهم خيفة قالوا تخف إنا أرسلنا قوم لوط,فلما رأى أيديهم لا تصل إليه نكرهم وأوجس منهم خيفة قالوا لا تخف إنا أرسلنا إلى قوم لوط
وامرأته قائمة فضحكت فبشرناها بإسحاق وراء إسحاق يعقوب,وامرأته قائمة فضحكت فبشرناها بإسحاق ومن وراء إسحاق يعقوب
قالت يا ويلتى أألد وأنا عجوز بعلي شيخا لشيء عجيب,قالت يا ويلتى أألد وأنا عجوز وهذا بعلي شيخا إن هذا لشيء عجيب
قالوا أتعجبين أمر الله رحمت الله وبركاته عليكم أهل البيت إنه حميد مجيد,قالوا أتعجبين من أمر الله رحمت الله وبركاته عليكم أهل البيت إنه حميد مجيد
فلما إبراهيم الروع وجاءته البشرى يجادلنا قوم لوط,فلما ذهب عن إبراهيم الروع وجاءته البشرى يجادلنا في قوم لوط
إبراهيم لحليم أواه منيب,إن إبراهيم لحليم أواه منيب
يا إبراهيم أعرض إنه جاء أمر ربك وإنهم آتيهم عذاب مردود,يا إبراهيم أعرض عن هذا إنه قد جاء أمر ربك وإنهم آتيهم عذاب غير مردود
ولما جاءت رسلنا لوطا سيء بهم وضاق بهم ذرعا عصيب,ولما جاءت رسلنا لوطا سيء بهم وضاق بهم ذرعا وقال هذا يوم عصيب
وجاءه قومه يهرعون إليه كانوا يعملون السيئات يا قوم بناتي أطهر لكم فاتقوا الله تخزون ضيفي أليس منكم رجل رشيد,وجاءه قومه يهرعون إليه ومن قبل كانوا يعملون السيئات قال يا قوم هؤلاء بناتي هن أطهر لكم فاتقوا الله ولا تخزون في ضيفي أليس منكم رجل رشيد
قالوا لقد علمت لنا بناتك حق وإنك لتعلم نريد,قالوا لقد علمت ما لنا في بناتك من حق وإنك لتعلم ما نريد
لي بكم آوي ركن شديد,قال لو أن لي بكم قوة أو آوي إلى ركن شديد
قالوا يا لوط إنا رسل ربك يصلوا إليك فأسر بأهلك بقطع الليل يلتفت منكم إلا امرأتك إنه مصيبها أصابهم موعدهم الصبح أليس الصبح بقريب,قالوا يا لوط إنا رسل ربك لن يصلوا إليك فأسر بأهلك بقطع من الليل ولا يلتفت منكم أحد إلا امرأتك إنه مصيبها ما أصابهم إن موعدهم الصبح أليس الصبح بقريب
فلما جاء أمرنا جعلنا عاليها سافلها وأمطرنا حجارة سجيل منضود,فلما جاء أمرنا جعلنا عاليها سافلها وأمطرنا عليها حجارة من سجيل منضود
مسومة ربك وما الظالمين ببعيد,مسومة عند ربك وما هي من الظالمين ببعيد
وإلى مدين أخاهم شعيبا يا قوم اعبدوا الله لكم إله غيره تنقصوا المكيال والميزان إني أراكم بخير وإني أخاف عليكم عذاب محيط,وإلى مدين أخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من إله غيره ولا تنقصوا المكيال والميزان إني أراكم بخير وإني أخاف عليكم عذاب يوم محيط
ويا قوم أوفوا المكيال والميزان بالقسط تبخسوا الناس أشياءهم تعثوا الأرض مفسدين,ويا قوم أوفوا المكيال والميزان بالقسط ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين
بقيت الله خير لكم كنتم مؤمنين وما عليكم بحفيظ,بقيت الله خير لكم إن كنتم مؤمنين وما أنا عليكم بحفيظ
قالوا يا شعيب أصلاتك تأمرك نترك يعبد آباؤنا نفعل أموالنا نشاء إنك لأنت الحليم الرشيد,قالوا يا شعيب أصلاتك تأمرك أن نترك ما يعبد آباؤنا أو أن نفعل في أموالنا ما نشاء إنك لأنت الحليم الرشيد
يا قوم أرأيتم كنت بينة ربي ورزقني رزقا حسنا وما أريد أخالفكم أنهاكم أريد إلا الإصلاح استطعت وما توفيقي إلا بالله توكلت وإليه أنيب,قال يا قوم أرأيتم إن كنت على بينة من ربي ورزقني منه رزقا حسنا وما أريد أن أخالفكم إلى ما أنهاكم عنه إن أريد إلا الإصلاح ما استطعت وما توفيقي إلا بالله عليه توكلت وإليه أنيب
ويا قوم يجرمنكم شقاقي يصيبكم أصاب قوم نوح قوم هود قوم صالح وما قوم لوط منكم ببعيد,ويا قوم لا يجرمنكم شقاقي أن يصيبكم مثل ما أصاب قوم نوح أو قوم هود أو قوم صالح وما قوم لوط منكم ببعيد
واستغفروا ربكم توبوا إليه ربي رحيم ودود,واستغفروا ربكم ثم توبوا إليه إن ربي رحيم ودود
قالوا يا شعيب نفقه تقول وإنا لنراك فينا ضعيفا ولولا رهطك لرجمناك وما علينا بعزيز,قالوا يا شعيب ما نفقه كثيرا مما تقول وإنا لنراك فينا ضعيفا ولولا رهطك لرجمناك وما أنت علينا بعزيز
يا قوم أرهطي أعز عليكم الله واتخذتموه وراءكم ظهريا ربي بما تعملون محيط,قال يا قوم أرهطي أعز عليكم من الله واتخذتموه وراءكم ظهريا إن ربي بما تعملون محيط
ويا قوم اعملوا مكانتكم إني عامل تعلمون يأتيه عذاب يخزيه كاذب وارتقبوا إني معكم رقيب,ويا قوم اعملوا على مكانتكم إني عامل سوف تعلمون من يأتيه عذاب يخزيه ومن هو كاذب وارتقبوا إني معكم رقيب
ولما جاء أمرنا نجينا شعيبا والذين آمنوا برحمة منا وأخذت ظلموا الصيحة فأصبحوا ديارهم جاثمين,ولما جاء أمرنا نجينا شعيبا والذين آمنوا معه برحمة منا وأخذت الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين
يغنوا لمدين بعدت ثمود,كأن لم يغنوا فيها ألا بعدا لمدين كما بعدت ثمود
ولقد أرسلنا موسى بآياتنا وسلطان مبين,ولقد أرسلنا موسى بآياتنا وسلطان مبين
فرعون وملئه فاتبعوا أمر فرعون وما أمر فرعون برشيد,إلى فرعون وملئه فاتبعوا أمر فرعون وما أمر فرعون برشيد
يقدم قومه القيامة فأوردهم النار وبئس الورد المورود,يقدم قومه يوم القيامة فأوردهم النار وبئس الورد المورود
وأتبعوا لعنة ويوم القيامة الرفد المرفود,وأتبعوا في هذه لعنة ويوم القيامة بئس الرفد المرفود
أنباء القرى نقصه قائم وحصيد,ذلك من أنباء القرى نقصه عليك منها قائم وحصيد
وما ظلمناهم ظلموا أنفسهم فما أغنت عنهم آلهتهم يدعون الله شيء جاء أمر ربك وما زادوهم تتبيب,وما ظلمناهم ولكن ظلموا أنفسهم فما أغنت عنهم آلهتهم التي يدعون من دون الله من شيء لما جاء أمر ربك وما زادوهم غير تتبيب
وكذلك ربك القرى ظالمة أخذه أليم شديد,وكذلك أخذ ربك إذا أخذ القرى وهي ظالمة إن أخذه أليم شديد
لآية لمن خاف عذاب الآخرة مجموع الناس وذلك مشهود,إن في ذلك لآية لمن خاف عذاب الآخرة ذلك يوم مجموع له الناس وذلك يوم مشهود
وما نؤخره إلا لأجل معدود,وما نؤخره إلا لأجل معدود
يأت تكلم إلا بإذنه فمنهم شقي وسعيد,يوم يأت لا تكلم نفس إلا بإذنه فمنهم شقي وسعيد
فأما شقوا ففي النار زفير وشهيق,فأما الذين شقوا ففي النار لهم فيها زفير وشهيق
خالدين دامت السماوات والأرض إلا شاء ربك ربك فعال يريد,خالدين فيها ما دامت السماوات والأرض إلا ما شاء ربك إن ربك فعال لما يريد
وأما سعدوا ففي الجنة خالدين دامت السماوات والأرض إلا شاء ربك عطاء مجذوذ,وأما الذين سعدوا ففي الجنة خالدين فيها ما دامت السماوات والأرض إلا ما شاء ربك عطاء غير مجذوذ
فلا تك مرية يعبد يعبدون إلا يعبد آباؤهم وإنا لموفوهم نصيبهم منقوص,فلا تك في مرية مما يعبد هؤلاء ما يعبدون إلا كما يعبد آباؤهم من قبل وإنا لموفوهم نصيبهم غير منقوص
ولقد آتينا موسى الكتاب فاختلف ولولا كلمة سبقت ربك لقضي بينهم وإنهم لفي شك مريب,ولقد آتينا موسى الكتاب فاختلف فيه ولولا كلمة سبقت من ربك لقضي بينهم وإنهم لفي شك منه مريب
وإن كلا ليوفينهم ربك أعمالهم إنه بما يعملون خبير,وإن كلا لما ليوفينهم ربك أعمالهم إنه بما يعملون خبير
فاستقم أمرت تاب معك تطغوا إنه بما تعملون بصير,فاستقم كما أمرت ومن تاب معك ولا تطغوا إنه بما تعملون بصير
تركنوا ظلموا فتمسكم النار وما لكم الله أولياء تنصرون,ولا تركنوا إلى الذين ظلموا فتمسكم النار وما لكم من دون الله من أولياء ثم لا تنصرون
وأقم الصلاة طرفي النهار وزلفا الليل الحسنات يذهبن السيئات ذكرى للذاكرين,وأقم الصلاة طرفي النهار وزلفا من الليل إن الحسنات يذهبن السيئات ذلك ذكرى للذاكرين
واصبر الله يضيع أجر المحسنين,واصبر فإن الله لا يضيع أجر المحسنين
فلولا القرون قبلكم أولو بقية ينهون الفساد الأرض إلا قليلا ممن أنجينا منهم واتبع ظلموا أترفوا وكانوا مجرمين,فلولا كان من القرون من قبلكم أولو بقية ينهون عن الفساد في الأرض إلا قليلا ممن أنجينا منهم واتبع الذين ظلموا ما أترفوا فيه وكانوا مجرمين
وما ربك ليهلك القرى بظلم وأهلها مصلحون,وما كان ربك ليهلك القرى بظلم وأهلها مصلحون
ولو شاء ربك لجعل الناس أمة واحدة يزالون مختلفين,ولو شاء ربك لجعل الناس أمة واحدة ولا يزالون مختلفين
إلا رحم ربك ولذلك خلقهم وتمت كلمة ربك لأملأن جهنم الجنة والناس أجمعين,إلا من رحم ربك ولذلك خلقهم وتمت كلمة ربك لأملأن جهنم من الجنة والناس أجمعين
وكلا نقص أنباء الرسل نثبت فؤادك وجاءك الحق وموعظة وذكرى للمؤمنين,وكلا نقص عليك من أنباء الرسل ما نثبت به فؤادك وجاءك في هذه الحق وموعظة وذكرى للمؤمنين
وقل للذين يؤمنون اعملوا مكانتكم إنا عاملون,وقل للذين لا يؤمنون اعملوا على مكانتكم إنا عاملون
وانتظروا إنا منتظرون,وانتظروا إنا منتظرون
ولله غيب السماوات والأرض وإليه يرجع الأمر كله فاعبده وتوكل وما ربك بغافل عما تعملون,ولله غيب السماوات والأرض وإليه يرجع الأمر كله فاعبده وتوكل عليه وما ربك بغافل عما تعملون
بسم الله الرحمن الرحيم الر آيات الكتاب المبين,بسم الله الرحمن الرحيم الر تلك آيات الكتاب المبين
إنا أنزلناه قرآنا عربيا لعلكم تعقلون,إنا أنزلناه قرآنا عربيا لعلكم تعقلون
نقص أحسن القصص بما أوحينا إليك القرآن وإن كنت قبله لمن الغافلين,نحن نقص عليك أحسن القصص بما أوحينا إليك هذا القرآن وإن كنت من قبله لمن الغافلين
يوسف لأبيه يا أبت إني رأيت كوكبا والشمس والقمر رأيتهم لي ساجدين,إذ قال يوسف لأبيه يا أبت إني رأيت أحد عشر كوكبا والشمس والقمر رأيتهم لي ساجدين
يا بني تقصص رؤياك إخوتك فيكيدوا لك كيدا الشيطان للإنسان عدو مبين,قال يا بني لا تقصص رؤياك على إخوتك فيكيدوا لك كيدا إن الشيطان للإنسان عدو مبين
وكذلك يجتبيك ربك ويعلمك تأويل الأحاديث ويتم نعمته يعقوب أتمها أبويك إبراهيم وإسحاق ربك عليم حكيم,وكذلك يجتبيك ربك ويعلمك من تأويل الأحاديث ويتم نعمته عليك وعلى آل يعقوب كما أتمها على أبويك من قبل إبراهيم وإسحاق إن ربك عليم حكيم
لقد يوسف وإخوته آيات للسائلين,لقد كان في يوسف وإخوته آيات للسائلين
قالوا ليوسف وأخوه أحب أبينا منا ونحن عصبة أبانا لفي ضلال مبين,إذ قالوا ليوسف وأخوه أحب إلى أبينا منا ونحن عصبة إن أبانا لفي ضلال مبين
اقتلوا يوسف اطرحوه أرضا يخل لكم وجه أبيكم وتكونوا بعده قوما صالحين,اقتلوا يوسف أو اطرحوه أرضا يخل لكم وجه أبيكم وتكونوا من بعده قوما صالحين
قائل منهم تقتلوا يوسف وألقوه غيابت الجب يلتقطه السيارة كنتم فاعلين,قال قائل منهم لا تقتلوا يوسف وألقوه في غيابت الجب يلتقطه بعض السيارة إن كنتم فاعلين
قالوا يا أبانا لك تأمنا يوسف وإنا لناصحون,قالوا يا أبانا ما لك لا تأمنا على يوسف وإنا له لناصحون
أرسله معنا يرتع ويلعب وإنا لحافظون,أرسله معنا غدا يرتع ويلعب وإنا له لحافظون
إني ليحزنني تذهبوا وأخاف يأكله الذئب وأنتم غافلون,قال إني ليحزنني أن تذهبوا به وأخاف أن يأكله الذئب وأنتم عنه غافلون
قالوا لئن أكله الذئب ونحن عصبة إنا لخاسرون,قالوا لئن أكله الذئب ونحن عصبة إنا إذا لخاسرون
فلما ذهبوا وأجمعوا يجعلوه غيابت الجب وأوحينا إليه لتنبئنهم بأمرهم وهم يشعرون,فلما ذهبوا به وأجمعوا أن يجعلوه في غيابت الجب وأوحينا إليه لتنبئنهم بأمرهم هذا وهم لا يشعرون
وجاءوا أباهم عشاء يبكون,وجاءوا أباهم عشاء يبكون
قالوا يا أبانا إنا ذهبنا نستبق وتركنا يوسف متاعنا فأكله الذئب وما بمؤمن لنا ولو كنا صادقين,قالوا يا أبانا إنا ذهبنا نستبق وتركنا يوسف عند متاعنا فأكله الذئب وما أنت بمؤمن لنا ولو كنا صادقين
وجاءوا قميصه بدم كذب سولت لكم أنفسكم أمرا فصبر جميل والله المستعان تصفون,وجاءوا على قميصه بدم كذب قال بل سولت لكم أنفسكم أمرا فصبر جميل والله المستعان على ما تصفون
وجاءت سيارة فأرسلوا واردهم فأدلى دلوه يا بشرى غلام وأسروه بضاعة والله عليم بما يعملون,وجاءت سيارة فأرسلوا واردهم فأدلى دلوه قال يا بشرى هذا غلام وأسروه بضاعة والله عليم بما يعملون
وشروه بثمن بخس دراهم معدودة وكانوا الزاهدين,وشروه بثمن بخس دراهم معدودة وكانوا فيه من الزاهدين
اشتراه مصر لامرأته أكرمي مثواه ينفعنا نتخذه ولدا وكذلك مكنا ليوسف الأرض ولنعلمه تأويل الأحاديث والله غالب أمره أكثر الناس يعلمون,وقال الذي اشتراه من مصر لامرأته أكرمي مثواه عسى أن ينفعنا أو نتخذه ولدا وكذلك مكنا ليوسف في الأرض ولنعلمه من تأويل الأحاديث والله غالب على أمره ولكن أكثر الناس لا يعلمون
ولما بلغ أشده آتيناه حكما وعلما وكذلك نجزي المحسنين,ولما بلغ أشده آتيناه حكما وعلما وكذلك نجزي المحسنين
وراودته بيتها وغلقت الأبواب هيت لك الله إنه ربي أحسن مثواي إنه يفلح الظالمون,وراودته التي هو في بيتها عن نفسه وغلقت الأبواب وقالت هيت لك قال معاذ الله إنه ربي أحسن مثواي إنه لا يفلح الظالمون
ولقد همت وهم برهان ربه لنصرف السوء والفحشاء إنه عبادنا المخلصين,ولقد همت به وهم بها لولا أن رأى برهان ربه كذلك لنصرف عنه السوء والفحشاء إنه من عبادنا المخلصين
واستبقا الباب وقدت قميصه دبر وألفيا سيدها الباب قالت جزاء أراد بأهلك سوءا إلا يسجن عذاب أليم,واستبقا الباب وقدت قميصه من دبر وألفيا سيدها لدى الباب قالت ما جزاء من أراد بأهلك سوءا إلا أن يسجن أو عذاب أليم
راودتني نفسي وشهد شاهد أهلها قميصه فصدقت الكاذبين,قال هي راودتني عن نفسي وشهد شاهد من أهلها إن كان قميصه قد من قبل فصدقت وهو من الكاذبين
وإن قميصه دبر فكذبت الصادقين,وإن كان قميصه قد من دبر فكذبت وهو من الصادقين
فلما قميصه دبر إنه كيدكن كيدكن عظيم,فلما رأى قميصه قد من دبر قال إنه من كيدكن إن كيدكن عظيم
يوسف أعرض واستغفري لذنبك إنك كنت الخاطئين,يوسف أعرض عن هذا واستغفري لذنبك إنك كنت من الخاطئين
نسوة المدينة امرأت العزيز تراود فتاها شغفها حبا إنا لنراها ضلال مبين,وقال نسوة في المدينة امرأت العزيز تراود فتاها عن نفسه قد شغفها حبا إنا لنراها في ضلال مبين
فلما سمعت بمكرهن أرسلت إليهن وأعتدت لهن متكأ وآتت واحدة منهن سكينا اخرج عليهن فلما رأينه أكبرنه وقطعن أيديهن وقلن حاش لله بشرا إلا ملك كريم,فلما سمعت بمكرهن أرسلت إليهن وأعتدت لهن متكأ وآتت كل واحدة منهن سكينا وقالت اخرج عليهن فلما رأينه أكبرنه وقطعن أيديهن وقلن حاش لله ما هذا بشرا إن هذا إلا ملك كريم
قالت فذلكن لمتنني ولقد راودته فاستعصم ولئن يفعل آمره ليسجنن وليكونا الصاغرين,قالت فذلكن الذي لمتنني فيه ولقد راودته عن نفسه فاستعصم ولئن لم يفعل ما آمره ليسجنن وليكونا من الصاغرين
رب السجن أحب يدعونني إليه وإلا تصرف عني كيدهن أصب إليهن وأكن الجاهلين,قال رب السجن أحب إلي مما يدعونني إليه وإلا تصرف عني كيدهن أصب إليهن وأكن من الجاهلين
فاستجاب ربه فصرف كيدهن إنه السميع العليم,فاستجاب له ربه فصرف عنه كيدهن إنه هو السميع العليم
بدا رأوا الآيات ليسجننه,ثم بدا لهم من بعد ما رأوا الآيات ليسجننه حتى حين
ودخل السجن فتيان أحدهما إني أراني أعصر خمرا الآخر إني أراني أحمل رأسي خبزا تأكل الطير نبئنا بتأويله إنا نراك المحسنين,ودخل معه السجن فتيان قال أحدهما إني أراني أعصر خمرا وقال الآخر إني أراني أحمل فوق رأسي خبزا تأكل الطير منه نبئنا بتأويله إنا نراك من المحسنين
يأتيكما طعام ترزقانه إلا نبأتكما بتأويله يأتيكما ذلكما علمني ربي إني تركت ملة قوم يؤمنون بالله وهم بالآخرة كافرون,قال لا يأتيكما طعام ترزقانه إلا نبأتكما بتأويله قبل أن يأتيكما ذلكما مما علمني ربي إني تركت ملة قوم لا يؤمنون بالله وهم بالآخرة هم كافرون
واتبعت ملة آبائي إبراهيم وإسحاق ويعقوب لنا نشرك بالله شيء فضل الله علينا الناس أكثر الناس يشكرون,واتبعت ملة آبائي إبراهيم وإسحاق ويعقوب ما كان لنا أن نشرك بالله من شيء ذلك من فضل الله علينا وعلى الناس ولكن أكثر الناس لا يشكرون
يا صاحبي السجن أأرباب متفرقون خير الله الواحد القهار,يا صاحبي السجن أأرباب متفرقون خير أم الله الواحد القهار
تعبدون دونه إلا أسماء سميتموها وآباؤكم أنزل الله سلطان الحكم إلا لله أمر تعبدوا إلا الدين القيم أكثر الناس يعلمون,ما تعبدون من دونه إلا أسماء سميتموها أنتم وآباؤكم ما أنزل الله بها من سلطان إن الحكم إلا لله أمر ألا تعبدوا إلا إياه ذلك الدين القيم ولكن أكثر الناس لا يعلمون
يا صاحبي السجن أحدكما فيسقي ربه خمرا وأما الآخر فيصلب فتأكل الطير رأسه قضي الأمر تستفتيان,يا صاحبي السجن أما أحدكما فيسقي ربه خمرا وأما الآخر فيصلب فتأكل الطير من رأسه قضي الأمر الذي فيه تستفتيان
للذي ظن ناج منهما اذكرني ربك فأنساه الشيطان ذكر ربه فلبث السجن سنين,وقال للذي ظن أنه ناج منهما اذكرني عند ربك فأنساه الشيطان ذكر ربه فلبث في السجن بضع سنين
الملك إني بقرات سمان يأكلهن عجاف وسبع سنبلات خضر وأخر يابسات يا أيها الملأ أفتوني رؤياي كنتم للرؤيا تعبرون,وقال الملك إني أرى سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات يا أيها الملأ أفتوني في رؤياي إن كنتم للرؤيا تعبرون
قالوا أضغاث أحلام وما بتأويل الأحلام بعالمين,قالوا أضغاث أحلام وما نحن بتأويل الأحلام بعالمين
نجا منهما وادكر أمة أنبئكم بتأويله فأرسلون,وقال الذي نجا منهما وادكر بعد أمة أنا أنبئكم بتأويله فأرسلون
يوسف أيها الصديق أفتنا بقرات سمان يأكلهن عجاف وسبع سنبلات خضر وأخر يابسات لعلي أرجع الناس لعلهم يعلمون,يوسف أيها الصديق أفتنا في سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات لعلي أرجع إلى الناس لعلهم يعلمون
تزرعون سنين دأبا فما حصدتم فذروه سنبله إلا قليلا تأكلون,قال تزرعون سبع سنين دأبا فما حصدتم فذروه في سنبله إلا قليلا مما تأكلون
يأتي شداد يأكلن قدمتم لهن إلا قليلا تحصنون,ثم يأتي من بعد ذلك سبع شداد يأكلن ما قدمتم لهن إلا قليلا مما تحصنون
يأتي يغاث الناس وفيه يعصرون,ثم يأتي من بعد ذلك عام فيه يغاث الناس وفيه يعصرون
الملك ائتوني فلما جاءه الرسول ارجع ربك فاسأله بال النسوة قطعن أيديهن ربي بكيدهن عليم,وقال الملك ائتوني به فلما جاءه الرسول قال ارجع إلى ربك فاسأله ما بال النسوة اللاتي قطعن أيديهن إن ربي بكيدهن عليم
خطبكن راودتن يوسف قلن حاش لله علمنا سوء قالت امرأت العزيز حصحص الحق راودته وإنه لمن الصادقين,قال ما خطبكن إذ راودتن يوسف عن نفسه قلن حاش لله ما علمنا عليه من سوء قالت امرأت العزيز الآن حصحص الحق أنا راودته عن نفسه وإنه لمن الصادقين
ليعلم أني أخنه بالغيب الله يهدي كيد الخائنين,ذلك ليعلم أني لم أخنه بالغيب وأن الله لا يهدي كيد الخائنين
وما أبرئ نفسي النفس لأمارة بالسوء إلا رحم ربي ربي غفور رحيم,وما أبرئ نفسي إن النفس لأمارة بالسوء إلا ما رحم ربي إن ربي غفور رحيم
الملك ائتوني أستخلصه لنفسي فلما كلمه إنك لدينا مكين أمين,وقال الملك ائتوني به أستخلصه لنفسي فلما كلمه قال إنك اليوم لدينا مكين أمين
اجعلني خزائن الأرض إني حفيظ عليم,قال اجعلني على خزائن الأرض إني حفيظ عليم
وكذلك مكنا ليوسف الأرض يتبوأ يشاء نصيب برحمتنا نشاء نضيع أجر المحسنين,وكذلك مكنا ليوسف في الأرض يتبوأ منها حيث يشاء نصيب برحمتنا من نشاء ولا نضيع أجر المحسنين
ولأجر الآخرة خير للذين آمنوا وكانوا يتقون,ولأجر الآخرة خير للذين آمنوا وكانوا يتقون
وجاء إخوة يوسف فدخلوا فعرفهم وهم منكرون,وجاء إخوة يوسف فدخلوا عليه فعرفهم وهم له منكرون
ولما جهزهم بجهازهم ائتوني بأخ لكم أبيكم ترون أني أوفي الكيل وأنا خير المنزلين,ولما جهزهم بجهازهم قال ائتوني بأخ لكم من أبيكم ألا ترون أني أوفي الكيل وأنا خير المنزلين
تأتوني فلا كيل لكم عندي تقربون,فإن لم تأتوني به فلا كيل لكم عندي ولا تقربون
قالوا سنراود أباه وإنا لفاعلون,قالوا سنراود عنه أباه وإنا لفاعلون
لفتيانه اجعلوا بضاعتهم رحالهم لعلهم يعرفونها انقلبوا أهلهم لعلهم يرجعون,وقال لفتيانه اجعلوا بضاعتهم في رحالهم لعلهم يعرفونها إذا انقلبوا إلى أهلهم لعلهم يرجعون
فلما رجعوا أبيهم قالوا يا أبانا منع منا الكيل فأرسل معنا أخانا نكتل وإنا لحافظون,فلما رجعوا إلى أبيهم قالوا يا أبانا منع منا الكيل فأرسل معنا أخانا نكتل وإنا له لحافظون
آمنكم إلا أمنتكم أخيه فالله خير حافظا أرحم الراحمين,قال هل آمنكم عليه إلا كما أمنتكم على أخيه من قبل فالله خير حافظا وهو أرحم الراحمين
ولما فتحوا متاعهم وجدوا بضاعتهم ردت إليهم قالوا يا أبانا نبغي بضاعتنا ردت إلينا ونمير أهلنا ونحفظ أخانا ونزداد كيل بعير كيل يسير,ولما فتحوا متاعهم وجدوا بضاعتهم ردت إليهم قالوا يا أبانا ما نبغي هذه بضاعتنا ردت إلينا ونمير أهلنا ونحفظ أخانا ونزداد كيل بعير ذلك كيل يسير
أرسله معكم تؤتون موثقا الله لتأتنني إلا يحاط بكم فلما آتوه موثقهم الله نقول وكيل,قال لن أرسله معكم حتى تؤتون موثقا من الله لتأتنني به إلا أن يحاط بكم فلما آتوه موثقهم قال الله على ما نقول وكيل
يا بني تدخلوا باب وادخلوا أبواب متفرقة وما أغني عنكم الله شيء الحكم إلا لله توكلت وعليه فليتوكل المتوكلون,وقال يا بني لا تدخلوا من باب واحد وادخلوا من أبواب متفرقة وما أغني عنكم من الله من شيء إن الحكم إلا لله عليه توكلت وعليه فليتوكل المتوكلون
ولما دخلوا أمرهم أبوهم يغني عنهم الله شيء إلا حاجة يعقوب قضاها وإنه لذو علمناه أكثر الناس يعلمون,ولما دخلوا من حيث أمرهم أبوهم ما كان يغني عنهم من الله من شيء إلا حاجة في نفس يعقوب قضاها وإنه لذو علم لما علمناه ولكن أكثر الناس لا يعلمون
ولما دخلوا يوسف آوى إليه أخاه إني أخوك فلا تبتئس بما كانوا يعملون,ولما دخلوا على يوسف آوى إليه أخاه قال إني أنا أخوك فلا تبتئس بما كانوا يعملون
